Test Iteration,Matching,Percentage
0,700,1.0
1,697,0.9957142857142857
2,613,0.8757142857142857
3,700,1.0
4,700,1.0
5,700,1.0
6,660,0.9428571428571428
7,700,1.0
8,700,1.0
9,697,0.9957142857142857
10,697,0.9957142857142857
11,700,1.0
12,659,0.9414285714285714
13,697,0.9957142857142857
14,697,0.9957142857142857
15,696,0.9942857142857143
16,698,0.9971428571428571
17,700,1.0
18,700,1.0
19,697,0.9957142857142857
20,699,0.9985714285714286
21,700,1.0
22,660,0.9428571428571428
23,685,0.9785714285714285
24,700,1.0
25,700,1.0
26,698,0.9971428571428571
27,613,0.8757142857142857
28,700,1.0
29,700,1.0
30,700,1.0
31,660,0.9428571428571428
32,700,1.0
33,700,1.0
34,697,0.9957142857142857
35,660,0.9428571428571428
36,700,1.0
37,660,0.9428571428571428
38,698,0.9971428571428571
39,697,0.9957142857142857
40,697,0.9957142857142857
41,698,0.9971428571428571
42,700,1.0
43,700,1.0
44,698,0.9971428571428571
45,697,0.9957142857142857
46,700,1.0
47,660,0.9428571428571428
48,684,0.9771428571428571
49,700,1.0
50,700,1.0
51,698,0.9971428571428571
52,613,0.8757142857142857
53,700,1.0
54,700,1.0
55,700,1.0
56,697,0.9957142857142857
57,700,1.0
58,700,1.0
59,699,0.9985714285714286
60,660,0.9428571428571428
61,700,1.0
62,660,0.9428571428571428
63,697,0.9957142857142857
64,697,0.9957142857142857
65,690,0.9857142857142858
66,699,0.9985714285714286
67,700,1.0
68,700,1.0
69,598,0.8542857142857143
70,697,0.9957142857142857
71,700,1.0
72,660,0.9428571428571428
73,684,0.9771428571428571
74,700,1.0
75,700,1.0
76,698,0.9971428571428571
77,613,0.8757142857142857
78,700,1.0
79,700,1.0
80,700,1.0
81,699,0.9985714285714286
82,700,1.0
83,700,1.0
84,697,0.9957142857142857
85,699,0.9985714285714286
86,700,1.0
87,660,0.9428571428571428
88,698,0.9971428571428571
89,697,0.9957142857142857
90,697,0.9957142857142857
91,697,0.9957142857142857
92,700,1.0
93,700,1.0
94,599,0.8557142857142858
95,660,0.9428571428571428
96,700,1.0
97,660,0.9428571428571428
98,686,0.98
99,700,1.0
100,700,1.0
101,697,0.9957142857142857
102,613,0.8757142857142857
103,700,1.0
104,700,1.0
105,700,1.0
106,698,0.9971428571428571
107,700,1.0
108,700,1.0
109,599,0.8557142857142858
110,698,0.9971428571428571
111,700,1.0
112,660,0.9428571428571428
113,698,0.9971428571428571
114,698,0.9971428571428571
115,697,0.9957142857142857
116,698,0.9971428571428571
117,700,1.0
118,700,1.0
119,697,0.9957142857142857
120,632,0.9028571428571428
121,700,1.0
122,660,0.9428571428571428
123,685,0.9785714285714285
124,700,1.0
125,700,1.0
126,697,0.9957142857142857
127,613,0.8757142857142857
128,217,0.31
129,225,0.32142857142857145
130,537,0.7671428571428571
131,225,0.32142857142857145
132,537,0.7671428571428571
133,225,0.32142857142857145
134,197,0.2814285714285714
135,225,0.32142857142857145
136,537,0.7671428571428571
137,497,0.71
138,222,0.3171428571428571
139,214,0.3057142857142857
140,197,0.2814285714285714
141,225,0.32142857142857145
142,537,0.7671428571428571
143,225,0.32142857142857145
144,197,0.2814285714285714
145,225,0.32142857142857145
146,537,0.7671428571428571
147,497,0.71
148,522,0.7457142857142857
149,233,0.33285714285714285
150,217,0.31
151,214,0.3057142857142857
152,169,0.24142857142857144
153,217,0.31
154,225,0.32142857142857145
155,537,0.7671428571428571
156,225,0.32142857142857145
157,537,0.7671428571428571
158,225,0.32142857142857145
159,130,0.18571428571428572
160,225,0.32142857142857145
161,497,0.71
162,222,0.3171428571428571
163,215,0.30714285714285716
164,197,0.2814285714285714
165,225,0.32142857142857145
166,537,0.7671428571428571
167,225,0.32142857142857145
168,197,0.2814285714285714
169,225,0.32142857142857145
170,537,0.7671428571428571
171,497,0.71
172,522,0.7457142857142857
173,233,0.33285714285714285
174,217,0.31
175,214,0.3057142857142857
176,197,0.2814285714285714
177,216,0.30857142857142855
178,225,0.32142857142857145
179,537,0.7671428571428571
180,225,0.32142857142857145
181,537,0.7671428571428571
182,225,0.32142857142857145
183,197,0.2814285714285714
184,225,0.32142857142857145
185,537,0.7671428571428571
186,497,0.71
187,223,0.31857142857142856
188,217,0.31
189,169,0.24142857142857144
190,225,0.32142857142857145
191,537,0.7671428571428571
192,225,0.32142857142857145
193,130,0.18571428571428572
194,225,0.32142857142857145
195,537,0.7671428571428571
196,497,0.71
197,523,0.7471428571428571
198,233,0.33285714285714285
