Test Iteration,Matching,Decision
0,298,OK
1,300,OK
2,298,OK
3,299,OK
4,205,Failed
5,298,OK
6,297,OK
7,297,OK
8,297,OK
9,298,OK
10,297,OK
11,297,OK
12,205,Failed
13,300,OK
14,298,OK
15,298,OK
16,297,OK
17,298,OK
18,297,OK
19,297,OK
20,205,Failed
21,298,OK
22,297,OK
23,297,OK
24,205,Failed
25,201,Failed
26,299,OK
27,300,OK
28,205,Failed
29,300,OK
30,300,OK
31,300,OK
32,300,OK
33,300,OK
34,300,OK
35,300,OK
36,299,OK
37,300,OK
38,300,OK
39,300,OK
40,205,Failed
41,300,OK
42,206,Failed
43,206,Failed
44,205,Failed
45,300,OK
46,300,OK
47,300,OK
48,300,OK
49,300,OK
50,300,OK
51,300,OK
52,205,Failed
53,300,OK
54,206,Failed
55,300,OK
56,205,Failed
57,300,OK
58,206,Failed
59,205,Failed
60,205,Failed
61,300,OK
62,300,OK
63,300,OK
64,300,OK
65,300,OK
66,300,OK
67,300,OK
68,206,Failed
69,300,OK
70,299,OK
71,300,OK
72,205,Failed
73,206,Failed
74,205,Failed
75,298,OK
76,205,Failed
77,300,OK
78,300,OK
79,300,OK
80,300,OK
81,300,OK
82,300,OK
83,300,OK
84,205,Failed
85,300,OK
86,206,Failed
87,206,Failed
88,205,Failed
89,300,OK
90,205,Failed
91,205,Failed
92,205,Failed
93,300,OK
94,300,OK
95,300,OK
96,300,OK
97,300,OK
98,300,OK
99,300,OK
100,206,Failed
101,300,OK
102,206,Failed
103,299,OK
104,205,Failed
105,300,OK
106,298,OK
107,206,Failed
108,205,Failed
109,300,OK
110,300,OK
111,300,OK
112,299,OK
113,300,OK
114,206,Failed
115,298,OK
116,205,Failed
117,300,OK
118,206,Failed
119,298,OK
120,205,Failed
121,206,Failed
122,297,OK
123,297,OK
124,205,Failed
125,300,OK
126,300,OK
127,300,OK
128,300,OK
129,300,OK
130,300,OK
131,300,OK
132,206,Failed
133,300,OK
134,205,Failed
135,298,OK
136,205,Failed
137,300,OK
138,298,OK
139,298,OK
140,205,Failed
141,300,OK
142,300,OK
143,300,OK
144,205,Failed
145,300,OK
146,300,OK
147,300,OK
148,297,OK
149,300,OK
150,205,Failed
151,205,Failed
152,205,Failed
153,206,Failed
154,205,Failed
155,205,Failed
156,297,OK
157,300,OK
158,300,OK
159,300,OK
160,299,OK
161,300,OK
162,300,OK
163,300,OK
164,206,Failed
165,300,OK
166,298,OK
167,298,OK
168,297,OK
169,299,OK
170,297,OK
171,206,Failed
172,205,Failed
173,300,OK
174,300,OK
175,300,OK
176,298,OK
177,300,OK
178,299,OK
179,299,OK
180,205,Failed
181,300,OK
182,298,OK
183,298,OK
184,297,OK
185,206,Failed
186,297,OK
187,297,OK
188,205,Failed
189,300,OK
190,300,OK
191,300,OK
192,300,OK
193,300,OK
194,300,OK
195,300,OK
196,298,OK
197,300,OK
198,206,Failed
199,206,Failed
200,205,Failed
201,300,OK
202,205,Failed
203,205,Failed
204,205,Failed
205,300,OK
206,300,OK
207,300,OK
208,206,Failed
209,300,OK
210,205,Failed
211,206,Failed
212,205,Failed
213,300,OK
214,205,Failed
215,205,Failed
216,205,Failed
217,206,Failed
218,205,Failed
219,205,Failed
220,205,Failed
221,300,OK
222,300,OK
223,300,OK
224,299,OK
225,300,OK
226,300,OK
227,300,OK
228,205,Failed
229,300,OK
230,297,OK
231,298,OK
232,297,OK
233,300,OK
234,205,Failed
235,298,OK
236,205,Failed
237,300,OK
238,298,OK
239,299,OK
240,205,Failed
241,300,OK
242,205,Failed
243,205,Failed
244,297,OK
245,300,OK
246,205,Failed
247,205,Failed
248,205,Failed
249,206,Failed
250,205,Failed
251,205,Failed
252,205,Failed
253,300,OK
254,300,OK
255,300,OK
256,298,OK
257,300,OK
258,298,OK
259,298,OK
260,205,Failed
261,298,OK
262,297,OK
263,297,OK
264,297,OK
265,298,OK
266,297,OK
267,297,OK
268,205,Failed
269,300,OK
270,297,OK
271,298,OK
272,297,OK
273,298,OK
274,297,OK
275,297,OK
276,205,Failed
277,298,OK
278,297,OK
279,297,OK
280,205,Failed
281,201,Failed
282,299,OK
283,300,OK
284,205,Failed
285,300,OK
286,300,OK
287,300,OK
288,300,OK
289,300,OK
290,300,OK
291,300,OK
292,299,OK
293,300,OK
294,300,OK
295,300,OK
296,205,Failed
297,300,OK
298,206,Failed
299,206,Failed
300,205,Failed
301,300,OK
302,300,OK
303,300,OK
304,300,OK
305,300,OK
306,300,OK
307,300,OK
308,205,Failed
309,300,OK
310,206,Failed
311,206,Failed
312,205,Failed
313,300,OK
314,206,Failed
315,206,Failed
316,205,Failed
317,300,OK
318,300,OK
319,300,OK
320,300,OK
321,300,OK
322,300,OK
323,300,OK
324,206,Failed
325,300,OK
326,298,OK
327,300,OK
328,205,Failed
329,206,Failed
330,205,Failed
331,298,OK
332,205,Failed
333,300,OK
334,300,OK
335,300,OK
336,300,OK
337,300,OK
338,300,OK
339,300,OK
340,206,Failed
341,300,OK
342,206,Failed
343,300,OK
344,205,Failed
345,300,OK
346,205,Failed
347,206,Failed
348,205,Failed
349,300,OK
350,300,OK
351,300,OK
352,300,OK
353,300,OK
354,300,OK
355,300,OK
356,206,Failed
357,300,OK
358,206,Failed
359,298,OK
360,205,Failed
361,300,OK
362,298,OK
363,206,Failed
364,205,Failed
365,300,OK
366,300,OK
367,300,OK
368,299,OK
369,300,OK
370,206,Failed
371,298,OK
372,205,Failed
373,300,OK
374,205,Failed
375,298,OK
376,205,Failed
377,205,Failed
378,297,OK
379,297,OK
380,205,Failed
381,300,OK
382,300,OK
383,300,OK
384,300,OK
385,300,OK
386,300,OK
387,300,OK
388,206,Failed
389,300,OK
390,205,Failed
391,298,OK
392,205,Failed
393,300,OK
394,298,OK
395,298,OK
396,205,Failed
397,300,OK
398,300,OK
399,300,OK
400,205,Failed
401,300,OK
402,300,OK
403,300,OK
404,297,OK
405,300,OK
406,205,Failed
407,205,Failed
408,205,Failed
409,300,OK
410,205,Failed
411,206,Failed
412,297,OK
413,300,OK
414,300,OK
415,300,OK
416,300,OK
417,300,OK
418,300,OK
419,300,OK
420,206,Failed
421,300,OK
422,298,OK
423,298,OK
424,297,OK
425,299,OK
426,297,OK
427,206,Failed
428,205,Failed
429,300,OK
430,300,OK
431,300,OK
432,298,OK
433,300,OK
434,299,OK
435,299,OK
436,205,Failed
437,300,OK
